Station information:,,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,,
"Auckland, Motat Ews",41351,A6487G,-36.86297,174.71185,16,H,Niwa,,,,,
"Wellington, Kelburn Aws",25354,E1427P,-41.28445,174.76794,125,H,Metservice,,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,,
,,,,,,,,,,,,
Surface Wind: Wind Run (Km),,,,,,,,,,,,
Station,Date(NZST),Time(NZST),Dir(DegT),WindRUN(km),Dir StdDev,Spd StdDev,Period(Hrs),Freq,,,,
"Auckland, Motat Ews",13/06/2017,9,-,145,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/06/2017,9,-,740,-,-,24,D,,,,
"Auckland, Motat Ews",14/06/2017,9,-,377,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/06/2017,9,-,622,-,-,24,D,,,,
"Auckland, Motat Ews",15/06/2017,9,-,393,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/06/2017,9,-,626,-,-,24,D,,,,
"Auckland, Motat Ews",16/06/2017,9,-,221,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/06/2017,9,-,322,-,-,24,D,,,,
"Auckland, Motat Ews",17/06/2017,9,-,141,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/06/2017,9,-,154,-,-,24,D,,,,
"Auckland, Motat Ews",18/06/2017,9,-,107,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/06/2017,9,-,98,-,-,24,D,,,,
"Auckland, Motat Ews",19/06/2017,9,-,174,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/06/2017,9,-,534,-,-,24,D,,,,
"Auckland, Motat Ews",20/06/2017,9,-,198,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/06/2017,9,-,268,-,-,24,D,,,,
"Auckland, Motat Ews",21/06/2017,9,-,369,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/06/2017,9,-,313,-,-,24,D,,,,
"Auckland, Motat Ews",22/06/2017,9,-,537,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/06/2017,9,-,227,-,-,24,D,,,,
"Auckland, Motat Ews",23/06/2017,9,-,288,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/06/2017,9,-,815,-,-,24,D,,,,
"Auckland, Motat Ews",24/06/2017,9,-,157,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/06/2017,9,-,667,-,-,24,D,,,,
"Auckland, Motat Ews",25/06/2017,9,-,262,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/06/2017,9,-,123,-,-,24,D,,,,
"Auckland, Motat Ews",26/06/2017,9,-,150,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/06/2017,9,-,419,-,-,24,D,,,,
"Auckland, Motat Ews",27/06/2017,9,-,167,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/06/2017,9,-,219,-,-,24,D,,,,
"Auckland, Motat Ews",28/06/2017,9,-,117,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/06/2017,9,-,298,-,-,24,D,,,,
"Auckland, Motat Ews",29/06/2017,9,-,109,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/06/2017,9,-,281,-,-,24,D,,,,
"Auckland, Motat Ews",30/06/2017,9,-,87,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/06/2017,9,-,239,-,-,24,D,,,,
"Auckland, Motat Ews",1/07/2017,9,-,324,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/07/2017,9,-,636,-,-,24,D,,,,
"Auckland, Motat Ews",2/07/2017,9,-,335,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/07/2017,9,-,586,-,-,24,D,,,,
"Auckland, Motat Ews",3/07/2017,9,-,188,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/07/2017,9,-,306,-,-,24,D,,,,
"Auckland, Motat Ews",4/07/2017,9,-,141,-,-,24,D,,,,
"Wellington, Kelburn Aws",4/07/2017,9,-,373,-,-,24,D,,,,
"Auckland, Motat Ews",5/07/2017,9,-,166,-,-,24,D,,,,
"Wellington, Kelburn Aws",5/07/2017,9,-,251,-,-,24,D,,,,
"Auckland, Motat Ews",6/07/2017,9,-,126,-,-,24,D,,,,
"Wellington, Kelburn Aws",6/07/2017,9,-,194,-,-,24,D,,,,
"Auckland, Motat Ews",7/07/2017,9,-,150,-,-,24,D,,,,
"Wellington, Kelburn Aws",7/07/2017,9,-,437,-,-,24,D,,,,
"Auckland, Motat Ews",8/07/2017,9,-,149,-,-,24,D,,,,
"Wellington, Kelburn Aws",8/07/2017,9,-,232,-,-,24,D,,,,
"Auckland, Motat Ews",9/07/2017,9,-,147,-,-,24,D,,,,
"Wellington, Kelburn Aws",9/07/2017,9,-,212,-,-,24,D,,,,
"Auckland, Motat Ews",10/07/2017,9,-,236,-,-,24,D,,,,
"Wellington, Kelburn Aws",10/07/2017,9,-,500,-,-,24,D,,,,
"Auckland, Motat Ews",11/07/2017,9,-,185,-,-,24,D,,,,
"Wellington, Kelburn Aws",11/07/2017,9,-,121,-,-,24,D,,,,
"Auckland, Motat Ews",12/07/2017,9,-,157,-,-,24,D,,,,
"Wellington, Kelburn Aws",12/07/2017,9,-,521,-,-,24,D,,,,
"Auckland, Motat Ews",13/07/2017,9,-,224,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/07/2017,9,-,1168,-,-,24,D,,,,
"Auckland, Motat Ews",14/07/2017,9,-,444,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/07/2017,9,-,1090,-,-,24,D,,,,
"Auckland, Motat Ews",15/07/2017,9,-,404,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/07/2017,9,-,662,-,-,24,D,,,,
"Auckland, Motat Ews",16/07/2017,9,-,133,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/07/2017,9,-,179,-,-,24,D,,,,
"Auckland, Motat Ews",17/07/2017,9,-,91,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/07/2017,9,-,506,-,-,24,D,,,,
"Auckland, Motat Ews",18/07/2017,9,-,127,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/07/2017,9,-,412,-,-,24,D,,,,
"Auckland, Motat Ews",19/07/2017,9,-,105,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/07/2017,9,-,198,-,-,24,D,,,,
"Auckland, Motat Ews",20/07/2017,9,-,145,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/07/2017,9,-,416,-,-,24,D,,,,
"Auckland, Motat Ews",21/07/2017,9,-,454,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/07/2017,9,-,363,-,-,24,D,,,,
"Auckland, Motat Ews",22/07/2017,9,-,411,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/07/2017,9,-,636,-,-,24,D,,,,
"Auckland, Motat Ews",23/07/2017,9,-,199,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/07/2017,9,-,822,-,-,24,D,,,,
"Auckland, Motat Ews",24/07/2017,9,-,163,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/07/2017,9,-,241,-,-,24,D,,,,
"Auckland, Motat Ews",25/07/2017,9,-,206,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/07/2017,9,-,365,-,-,24,D,,,,
"Auckland, Motat Ews",26/07/2017,9,-,187,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/07/2017,9,-,156,-,-,24,D,,,,
"Auckland, Motat Ews",27/07/2017,9,-,173,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/07/2017,9,-,496,-,-,24,D,,,,
"Auckland, Motat Ews",28/07/2017,9,-,206,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/07/2017,9,-,616,-,-,24,D,,,,
"Auckland, Motat Ews",29/07/2017,9,-,199,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/07/2017,9,-,735,-,-,24,D,,,,
"Auckland, Motat Ews",30/07/2017,9,-,210,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/07/2017,9,-,271,-,-,24,D,,,,
"Auckland, Motat Ews",31/07/2017,9,-,105,-,-,24,D,,,,
"Wellington, Kelburn Aws",31/07/2017,9,-,311,-,-,24,D,,,,
"Auckland, Motat Ews",1/08/2017,9,-,88,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/08/2017,9,-,570,-,-,24,D,,,,
"Auckland, Motat Ews",2/08/2017,9,-,128,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/08/2017,9,-,429,-,-,24,D,,,,
"Auckland, Motat Ews",3/08/2017,9,-,351,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/08/2017,9,-,539,-,-,24,D,,,,
"Auckland, Motat Ews",4/08/2017,9,-,226,-,-,24,D,,,,
"Wellington, Kelburn Aws",4/08/2017,9,-,554,-,-,24,D,,,,
"Auckland, Motat Ews",5/08/2017,9,-,150,-,-,24,D,,,,
"Wellington, Kelburn Aws",5/08/2017,9,-,308,-,-,24,D,,,,
"Auckland, Motat Ews",6/08/2017,9,-,268,-,-,24,D,,,,
"Wellington, Kelburn Aws",6/08/2017,9,-,280,-,-,24,D,,,,
"Auckland, Motat Ews",7/08/2017,9,-,245,-,-,24,D,,,,
"Wellington, Kelburn Aws",7/08/2017,9,-,688,-,-,24,D,,,,
"Auckland, Motat Ews",8/08/2017,9,-,133,-,-,24,D,,,,
"Wellington, Kelburn Aws",8/08/2017,9,-,329,-,-,24,D,,,,
"Auckland, Motat Ews",9/08/2017,9,-,332,-,-,24,D,,,,
"Wellington, Kelburn Aws",9/08/2017,9,-,541,-,-,24,D,,,,
"Auckland, Motat Ews",10/08/2017,9,-,244,-,-,24,D,,,,
"Wellington, Kelburn Aws",10/08/2017,9,-,550,-,-,24,D,,,,
"Auckland, Motat Ews",11/08/2017,9,-,228,-,-,24,D,,,,
"Wellington, Kelburn Aws",11/08/2017,9,-,458,-,-,24,D,,,,
"Auckland, Motat Ews",12/08/2017,9,-,323,-,-,24,D,,,,
"Wellington, Kelburn Aws",12/08/2017,9,-,462,-,-,24,D,,,,
"Auckland, Motat Ews",13/08/2017,9,-,263,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/08/2017,9,-,577,-,-,24,D,,,,
"Auckland, Motat Ews",14/08/2017,9,-,177,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/08/2017,9,-,535,-,-,24,D,,,,
"Auckland, Motat Ews",15/08/2017,9,-,287,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/08/2017,9,-,169,-,-,24,D,,,,
"Auckland, Motat Ews",16/08/2017,9,-,235,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/08/2017,9,-,639,-,-,24,D,,,,
"Auckland, Motat Ews",17/08/2017,9,-,213,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/08/2017,9,-,672,-,-,24,D,,,,
"Auckland, Motat Ews",18/08/2017,9,-,174,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/08/2017,9,-,688,-,-,24,D,,,,
"Auckland, Motat Ews",19/08/2017,9,-,178,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/08/2017,9,-,287,-,-,24,D,,,,
"Auckland, Motat Ews",20/08/2017,9,-,283,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/08/2017,9,-,394,-,-,24,D,,,,
"Auckland, Motat Ews",21/08/2017,9,-,261,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/08/2017,9,-,887,-,-,24,D,,,,
"Auckland, Motat Ews",22/08/2017,9,-,162,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/08/2017,9,-,733,-,-,24,D,,,,
"Auckland, Motat Ews",23/08/2017,9,-,126,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/08/2017,9,-,226,-,-,24,D,,,,
"Auckland, Motat Ews",24/08/2017,9,-,103,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/08/2017,9,-,457,-,-,24,D,,,,
"Auckland, Motat Ews",25/08/2017,9,-,166,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/08/2017,9,-,300,-,-,24,D,,,,
"Auckland, Motat Ews",26/08/2017,9,-,229,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/08/2017,9,-,333,-,-,24,D,,,,
"Auckland, Motat Ews",27/08/2017,9,-,374,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/08/2017,9,-,245,-,-,24,D,,,,
"Auckland, Motat Ews",28/08/2017,9,-,552,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/08/2017,9,-,361,-,-,24,D,,,,
"Auckland, Motat Ews",29/08/2017,9,-,117,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/08/2017,9,-,465,-,-,24,D,,,,
"Auckland, Motat Ews",30/08/2017,9,-,147,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/08/2017,9,-,304,-,-,24,D,,,,
"Auckland, Motat Ews",31/08/2017,9,-,147,-,-,24,D,,,,
"Wellington, Kelburn Aws",31/08/2017,9,-,515,-,-,24,D,,,,
"Auckland, Motat Ews",1/09/2017,9,-,112,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/09/2017,9,-,763,-,-,24,D,,,,
"Auckland, Motat Ews",2/09/2017,9,-,249,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/09/2017,9,-,618,-,-,24,D,,,,
"Auckland, Motat Ews",3/09/2017,9,-,310,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/09/2017,9,-,678,-,-,24,D,,,,
"Auckland, Motat Ews",4/09/2017,9,-,272,-,-,24,D,,,,
"Wellington, Kelburn Aws",4/09/2017,9,-,453,-,-,24,D,,,,
"Auckland, Motat Ews",5/09/2017,9,-,184,-,-,24,D,,,,
"Wellington, Kelburn Aws",5/09/2017,9,-,255,-,-,24,D,,,,
"Auckland, Motat Ews",6/09/2017,9,-,245,-,-,24,D,,,,
"Wellington, Kelburn Aws",6/09/2017,9,-,657,-,-,24,D,,,,
"Auckland, Motat Ews",7/09/2017,9,-,333,-,-,24,D,,,,
"Wellington, Kelburn Aws",7/09/2017,9,-,680,-,-,24,D,,,,
"Auckland, Motat Ews",8/09/2017,9,-,379,-,-,24,D,,,,
"Wellington, Kelburn Aws",8/09/2017,9,-,623,-,-,24,D,,,,
"Auckland, Motat Ews",9/09/2017,9,-,371,-,-,24,D,,,,
"Wellington, Kelburn Aws",9/09/2017,9,-,726,-,-,24,D,,,,
"Auckland, Motat Ews",10/09/2017,9,-,321,-,-,24,D,,,,
"Wellington, Kelburn Aws",10/09/2017,9,-,497,-,-,24,D,,,,
"Auckland, Motat Ews",11/09/2017,9,-,385,-,-,24,D,,,,
"Wellington, Kelburn Aws",11/09/2017,9,-,588,-,-,24,D,,,,
"Auckland, Motat Ews",12/09/2017,9,-,273,-,-,24,D,,,,
"Wellington, Kelburn Aws",12/09/2017,9,-,311,-,-,24,D,,,,
"Auckland, Motat Ews",13/09/2017,9,-,318,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/09/2017,9,-,187,-,-,24,D,,,,
"Auckland, Motat Ews",14/09/2017,9,-,402,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/09/2017,9,-,555,-,-,24,D,,,,
"Auckland, Motat Ews",15/09/2017,9,-,259,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/09/2017,9,-,728,-,-,24,D,,,,
"Auckland, Motat Ews",16/09/2017,9,-,376,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/09/2017,9,-,635,-,-,24,D,,,,
"Auckland, Motat Ews",17/09/2017,9,-,258,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/09/2017,9,-,322,-,-,24,D,,,,
"Auckland, Motat Ews",18/09/2017,9,-,384,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/09/2017,9,-,443,-,-,24,D,,,,
"Auckland, Motat Ews",19/09/2017,9,-,261,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/09/2017,9,-,242,-,-,24,D,,,,
"Auckland, Motat Ews",20/09/2017,9,-,192,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/09/2017,9,-,385,-,-,24,D,,,,
"Auckland, Motat Ews",21/09/2017,9,-,173,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/09/2017,9,-,221,-,-,24,D,,,,
"Auckland, Motat Ews",22/09/2017,9,-,173,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/09/2017,9,-,200,-,-,24,D,,,,
"Auckland, Motat Ews",23/09/2017,9,-,296,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/09/2017,9,-,243,-,-,24,D,,,,
"Auckland, Motat Ews",24/09/2017,8,-,240,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/09/2017,8,-,291,-,-,24,D,,,,
"Auckland, Motat Ews",25/09/2017,8,-,216,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/09/2017,8,-,504,-,-,24,D,,,,
"Auckland, Motat Ews",26/09/2017,8,-,339,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/09/2017,8,-,861,-,-,24,D,,,,
"Auckland, Motat Ews",27/09/2017,8,-,331,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/09/2017,8,-,689,-,-,24,D,,,,
"Auckland, Motat Ews",28/09/2017,8,-,164,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/09/2017,8,-,364,-,-,24,D,,,,
"Auckland, Motat Ews",29/09/2017,8,-,198,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/09/2017,8,-,460,-,-,24,D,,,,
"Auckland, Motat Ews",30/09/2017,8,-,132,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/09/2017,8,-,620,-,-,24,D,,,,
"Auckland, Motat Ews",1/10/2017,8,-,262,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/10/2017,8,-,285,-,-,24,D,,,,
"Auckland, Motat Ews",2/10/2017,8,-,502,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/10/2017,8,-,351,-,-,24,D,,,,
"Auckland, Motat Ews",3/10/2017,8,-,428,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/10/2017,8,-,335,-,-,24,D,,,,
"Auckland, Motat Ews",4/10/2017,8,-,281,-,-,24,D,,,,
"Wellington, Kelburn Aws",4/10/2017,8,-,487,-,-,24,D,,,,
"Auckland, Motat Ews",5/10/2017,8,-,312,-,-,24,D,,,,
"Wellington, Kelburn Aws",5/10/2017,8,-,582,-,-,24,D,,,,
"Auckland, Motat Ews",6/10/2017,8,-,222,-,-,24,D,,,,
"Wellington, Kelburn Aws",6/10/2017,8,-,329,-,-,24,D,,,,
"Auckland, Motat Ews",7/10/2017,8,-,152,-,-,24,D,,,,
"Wellington, Kelburn Aws",7/10/2017,8,-,595,-,-,24,D,,,,
"Auckland, Motat Ews",8/10/2017,8,-,424,-,-,24,D,,,,
"Wellington, Kelburn Aws",8/10/2017,8,-,218,-,-,24,D,,,,
"Auckland, Motat Ews",9/10/2017,8,-,183,-,-,24,D,,,,
"Wellington, Kelburn Aws",9/10/2017,8,-,289,-,-,24,D,,,,
"Auckland, Motat Ews",10/10/2017,8,-,223,-,-,24,D,,,,
"Wellington, Kelburn Aws",10/10/2017,8,-,187,-,-,24,D,,,,
"Auckland, Motat Ews",11/10/2017,8,-,314,-,-,24,D,,,,
"Wellington, Kelburn Aws",11/10/2017,8,-,562,-,-,24,D,,,,
"Auckland, Motat Ews",12/10/2017,8,-,370,-,-,24,D,,,,
"Wellington, Kelburn Aws",12/10/2017,8,-,344,-,-,24,D,,,,
"Auckland, Motat Ews",13/10/2017,8,-,245,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/10/2017,8,-,338,-,-,24,D,,,,
"Auckland, Motat Ews",14/10/2017,8,-,298,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/10/2017,8,-,499,-,-,24,D,,,,
"Auckland, Motat Ews",15/10/2017,8,-,203,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/10/2017,8,-,584,-,-,24,D,,,,
"Auckland, Motat Ews",16/10/2017,8,-,369,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/10/2017,8,-,327,-,-,24,D,,,,
"Auckland, Motat Ews",17/10/2017,8,-,382,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/10/2017,8,-,346,-,-,24,D,,,,
"Auckland, Motat Ews",18/10/2017,8,-,383,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/10/2017,8,-,424,-,-,24,D,,,,
"Auckland, Motat Ews",19/10/2017,8,-,300,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/10/2017,8,-,495,-,-,24,D,,,,
"Auckland, Motat Ews",20/10/2017,8,-,289,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/10/2017,8,-,320,-,-,24,D,,,,
"Auckland, Motat Ews",21/10/2017,8,-,291,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/10/2017,8,-,374,-,-,24,D,,,,
"Auckland, Motat Ews",22/10/2017,8,-,342,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/10/2017,8,-,465,-,-,24,D,,,,
"Auckland, Motat Ews",23/10/2017,8,-,255,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/10/2017,8,-,662,-,-,24,D,,,,
"Auckland, Motat Ews",24/10/2017,8,-,185,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/10/2017,8,-,580,-,-,24,D,,,,
"Auckland, Motat Ews",25/10/2017,8,-,288,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/10/2017,8,-,369,-,-,24,D,,,,
"Auckland, Motat Ews",26/10/2017,8,-,307,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/10/2017,8,-,652,-,-,24,D,,,,
"Auckland, Motat Ews",27/10/2017,8,-,319,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/10/2017,8,-,238,-,-,24,D,,,,
"Auckland, Motat Ews",28/10/2017,8,-,181,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/10/2017,8,-,330,-,-,24,D,,,,
"Auckland, Motat Ews",29/10/2017,8,-,204,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/10/2017,8,-,223,-,-,24,D,,,,
"Auckland, Motat Ews",30/10/2017,8,-,346,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/10/2017,8,-,307,-,-,24,D,,,,
"Auckland, Motat Ews",31/10/2017,8,-,353,-,-,24,D,,,,
"Wellington, Kelburn Aws",31/10/2017,8,-,313,-,-,24,D,,,,
"Auckland, Motat Ews",1/11/2017,8,-,398,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/11/2017,8,-,296,-,-,24,D,,,,
"Auckland, Motat Ews",2/11/2017,8,-,413,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/11/2017,8,-,311,-,-,24,D,,,,
"Auckland, Motat Ews",3/11/2017,8,-,433,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/11/2017,8,-,439,-,-,24,D,,,,
"Auckland, Motat Ews",4/11/2017,8,-,300,-,-,24,D,,,,
"Wellington, Kelburn Aws",4/11/2017,8,-,713,-,-,24,D,,,,
"Auckland, Motat Ews",5/11/2017,8,-,165,-,-,24,D,,,,
"Wellington, Kelburn Aws",5/11/2017,8,-,871,-,-,24,D,,,,
"Auckland, Motat Ews",6/11/2017,8,-,222,-,-,24,D,,,,
"Wellington, Kelburn Aws",6/11/2017,8,-,609,-,-,24,D,,,,
"Auckland, Motat Ews",7/11/2017,8,-,247,-,-,24,D,,,,
"Wellington, Kelburn Aws",7/11/2017,8,-,286,-,-,24,D,,,,
"Auckland, Motat Ews",8/11/2017,8,-,486,-,-,24,D,,,,
"Wellington, Kelburn Aws",8/11/2017,8,-,733,-,-,24,D,,,,
"Auckland, Motat Ews",9/11/2017,8,-,286,-,-,24,D,,,,
"Wellington, Kelburn Aws",9/11/2017,8,-,472,-,-,24,D,,,,
"Auckland, Motat Ews",10/11/2017,8,-,267,-,-,24,D,,,,
"Wellington, Kelburn Aws",10/11/2017,8,-,547,-,-,24,D,,,,
"Auckland, Motat Ews",11/11/2017,8,-,341,-,-,24,D,,,,
"Wellington, Kelburn Aws",11/11/2017,8,-,408,-,-,24,D,,,,
"Auckland, Motat Ews",12/11/2017,8,-,312,-,-,24,D,,,,
"Wellington, Kelburn Aws",12/11/2017,8,-,637,-,-,24,D,,,,
"Auckland, Motat Ews",13/11/2017,8,-,251,-,-,24,D,,,,
"Wellington, Kelburn Aws",13/11/2017,8,-,546,-,-,24,D,,,,
"Auckland, Motat Ews",14/11/2017,8,-,178,-,-,24,D,,,,
"Wellington, Kelburn Aws",14/11/2017,8,-,442,-,-,24,D,,,,
"Auckland, Motat Ews",15/11/2017,8,-,174,-,-,24,D,,,,
"Wellington, Kelburn Aws",15/11/2017,8,-,325,-,-,24,D,,,,
"Auckland, Motat Ews",16/11/2017,8,-,256,-,-,24,D,,,,
"Wellington, Kelburn Aws",16/11/2017,8,-,246,-,-,24,D,,,,
"Auckland, Motat Ews",17/11/2017,8,-,270,-,-,24,D,,,,
"Wellington, Kelburn Aws",17/11/2017,8,-,416,-,-,24,D,,,,
"Auckland, Motat Ews",18/11/2017,8,-,321,-,-,24,D,,,,
"Wellington, Kelburn Aws",18/11/2017,8,-,521,-,-,24,D,,,,
"Auckland, Motat Ews",19/11/2017,8,-,399,-,-,24,D,,,,
"Wellington, Kelburn Aws",19/11/2017,8,-,702,-,-,24,D,,,,
"Auckland, Motat Ews",20/11/2017,8,-,370,-,-,24,D,,,,
"Wellington, Kelburn Aws",20/11/2017,8,-,575,-,-,24,D,,,,
"Auckland, Motat Ews",21/11/2017,8,-,181,-,-,24,D,,,,
"Wellington, Kelburn Aws",21/11/2017,8,-,515,-,-,24,D,,,,
"Auckland, Motat Ews",22/11/2017,8,-,184,-,-,24,D,,,,
"Wellington, Kelburn Aws",22/11/2017,8,-,395,-,-,24,D,,,,
"Auckland, Motat Ews",23/11/2017,8,-,216,-,-,24,D,,,,
"Wellington, Kelburn Aws",23/11/2017,8,-,216,-,-,24,D,,,,
"Auckland, Motat Ews",24/11/2017,8,-,184,-,-,24,D,,,,
"Wellington, Kelburn Aws",24/11/2017,8,-,210,-,-,24,D,,,,
"Auckland, Motat Ews",25/11/2017,8,-,220,-,-,24,D,,,,
"Wellington, Kelburn Aws",25/11/2017,8,-,310,-,-,24,D,,,,
"Auckland, Motat Ews",26/11/2017,8,-,219,-,-,24,D,,,,
"Wellington, Kelburn Aws",26/11/2017,8,-,431,-,-,24,D,,,,
"Auckland, Motat Ews",27/11/2017,8,-,265,-,-,24,D,,,,
"Wellington, Kelburn Aws",27/11/2017,8,-,252,-,-,24,D,,,,
"Auckland, Motat Ews",28/11/2017,8,-,247,-,-,24,D,,,,
"Wellington, Kelburn Aws",28/11/2017,8,-,207,-,-,24,D,,,,
"Auckland, Motat Ews",29/11/2017,8,-,190,-,-,24,D,,,,
"Wellington, Kelburn Aws",29/11/2017,8,-,203,-,-,24,D,,,,
"Auckland, Motat Ews",30/11/2017,8,-,170,-,-,24,D,,,,
"Wellington, Kelburn Aws",30/11/2017,8,-,265,-,-,24,D,,,,
"Auckland, Motat Ews",1/12/2017,8,-,151,-,-,24,D,,,,
"Wellington, Kelburn Aws",1/12/2017,8,-,306,-,-,24,D,,,,
"Auckland, Motat Ews",2/12/2017,8,-,271,-,-,24,D,,,,
"Wellington, Kelburn Aws",2/12/2017,8,-,411,-,-,24,D,,,,
"Auckland, Motat Ews",3/12/2017,8,-,207,-,-,24,D,,,,
"Wellington, Kelburn Aws",3/12/2017,8,-,449,-,-,24,D,,,,
